"Account Id","Account Owner","Account Owner Id","Account Name",Phone,Fax,Website,"Account Type",Employees,"Annual Revenue","Created By","Created By Id","Modified By","Modified By Id","Created Time","Modified Time","Billing Street","Shipping Street","Billing City","Shipping City","Billing State","Shipping State","Billing Code","Shipping Code","Billing Country","Shipping Country",Description,"Last Activity Time","Membership Expiration Date","Membership Level","Business Categories","Account Status","Membership Number","Political Action Committee",Weblink,"Member Since","Referred By"
zcrm_1624029000000096139,"Liz Debarros",zcrm_1624029000000085003,"DC Housing Enterprises","(202) 535-2563",,www.dchousing.org,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1133 North Capitol Street, NE, Suite 242","1133 North Capitol Street, NE, Suite 242",Washington,Washington,DC,DC,20002,20002,,,"Non-Profit  Development Company","2015-11-18 11:39:00",2016-01-31,"Non-Profit/Small Business/Government","Builders / Developers",Active,DCBIA-10131,false,false,,
zcrm_1624029000000096140,"Liz Debarros",zcrm_1624029000000085003,"DC Housing Finance Agency","(202) 777-1600",,www.dcnfa.org,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","815 Florida Ave NW","815 Florida Ave NW",Washington,Washington,DC,DC,20001,20001,,,Government,"2015-11-18 11:39:00",2015-10-31,Associate/Builder,"Business Improvement Districts / Community Associations / Government Agencies & Institutions;Financial",Inactive,DCBIA-10132,false,false,,
zcrm_1624029000000096141,"Liz Debarros",zcrm_1624029000000085003,"DC Preservation League","(202) 783-5144",,www.dcpreservation.org,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1221 Connecticut Avenue NW, Suite 5-A","1221 Connecticut Avenue NW, Suite 5-A",Washington,Washington,DC,DC,20036,20036,,,"Washington's only citywide nonprofit organization dedicated to advocating for the historic and bulit environment of the nation's capital.","2015-11-18 11:39:00",,Complimentary,"Business Improvement Districts / Community Associations / Government Agencies & Institutions",Active,DCBIA-10133,false,false,,
zcrm_1624029000000096142,"Liz Debarros",zcrm_1624029000000085003,"DC Sustainable Energy Utility","(202) 667-4806",,www.dcseu.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","80 M Street, SE, Suite 310","80 M Street, SE, Suite 310",Washington,Washington,DC,DC,20003,20003,,,"Energy efficiency and renewable energy programs for District households, businesses, and institutions","2015-11-18 11:39:00",2015-03-31,Associate/Builder,Consultants,Inactive,DCBIA-10134,false,false,,
zcrm_1624029000000096143,"Liz Debarros",zcrm_1624029000000085003,"DC United","(202) 587-5000",,www.dcunited.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2400 E Capitaol Street, SE, 4th Floor","2400 E Capitaol Street, SE, 4th Floor",Washington,Washington,DC,DC,20003,20003,,,"Headquartered in Washington, DC, D.C. United is one of the most sucessfull professional soccer organization in the MLS.","2015-11-18 11:39:00",2016-07-31,Associate/Builder,,Active,DCBIA-10135,false,false,,
zcrm_1624029000000096144,"Liz Debarros",zcrm_1624029000000085003,"DC Water","(202) 354-3600",,www.dcwater.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","5000 Overlook Avenue, SW","5000 Overlook Avenue, SW",Washington,Washington,DC,DC,20032,20032,,,"Distributes drinking water and collects and treats wastewater for more than 600,000 residential, commercial and governmental customers in the District of Columbia.","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Builders / Developers;Utilities",Active,DCBIA-10136,false,false,,
zcrm_1624029000000096145,"Liz Debarros",zcrm_1624029000000085003,"Delon Hampton and Associates, Chartered","(202) 898-1999",,www.delonhampton.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","900 7th Street, NW, Suite 800","900 7th Street, NW, Suite 800",Washington,Washington,DC,DC,20001,20001,,,"Civil/Structural Engineering + Program and Construction Management Services","2015-11-18 11:39:00",2014-12-31,Associate/Builder,Engineers;Consultants,Inactive,DCBIA-10137,false,false,,
zcrm_1624029000000096146,"Liz Debarros",zcrm_1624029000000085003,"Delucchi Plus, Inc.","(202) 349-4000",,www.delucchiplus.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2101 L Street, NW, Suite 650","2101 L Street, NW, Suite 650",Washington,Washington,DC,DC,20037,20037,,,"Strategic Marketing Communications for companies and people with a passion for Real Estate","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Marketing / Communications & Media",Active,DCBIA-10138,false,false,,
zcrm_1624029000000096147,"Liz Debarros",zcrm_1624029000000085003,"Demers Real Estate","(202) 230-0950",,www.demersre.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1664 Columbia Road NW, Suite 22","1664 Columbia Road NW, Suite 22",Washington,Washington,DC,DC,20009,20009,,,"Real Estate","2015-11-18 11:39:00",2016-12-31,"Non-Profit/Small Business/Government",Consultants,Active,DCBIA-10139,false,false,,
zcrm_1624029000000096148,"Liz Debarros",zcrm_1624029000000085003,"Design Alliance","(703) 838-9894",,www.designalliance.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-12-31 09:03:09","520 N. Washington Street","520 N. Washington Street",Alexandria,Alexandria,VA,VA,22314,22314,,,"Strategic Marketing: Brand Positioning, Identity Design, Tagline, Video, Website Development, Social Media, 3D Visualization","2015-12-31 09:03:09",2015-12-31,"Non-Profit/Small Business/Government","Marketing / Communications & Media;Consulting",Inactive,DCBIA-10140,false,false,,
zcrm_1624029000000096149,"Liz Debarros",zcrm_1624029000000085003,"Determined by Design","(202) 440-4922",,www.determinedbydesign.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1322 Talbert Terrace, SE","1322 Talbert Terrace, SE",Washington,Washington,DC,DC,20020,20020,,,"Boutique Interior Design firm specializing in multi-family, affordable housing and hospitality","2015-11-18 11:39:00",2016-08-31,"Sole Proprieter/ Start-up",,Active,DCBIA-10141,false,false,,
zcrm_1624029000000096150,"Liz Debarros",zcrm_1624029000000085003,Dewberry,"(301) 948-8300",,www.dewberry.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2101 Gaither Road, Suite 340","2101 Gaither Road, Suite 340",Rockville,Rockville,MD,MD,20850,20850,,,"A leading, market-facing firm with a proven history of providing professional services to a wide variety of public- and private-sector clients.","2015-11-18 11:39:00",2016-12-31,Associate/Builder,"Architects / Interior Designers;Consultants;Engineers",Active,DCBIA-10142,false,false,,
zcrm_1624029000000096151,"Liz Debarros",zcrm_1624029000000085003,"Difede Ramsdell Bender PLLC",202-223-1043,,www.drblaw.net,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","900 7th Street, NW, Suite 810","900 7th Street, NW, Suite 810",Washington,Washington,DC,DC,20001,20001,,,"Boutique law firm representing commerial real estate investors and developers.","2015-11-18 11:39:00",2016-01-31,"Non-Profit/Small Business/Government",Attorneys,Active,DCBIA-10143,false,false,,
zcrm_1624029000000096152,"Liz Debarros",zcrm_1624029000000085003,"District Department of Transportation",202-535-2338,,www.ddot.dc.gov,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","55 M Street SE","55 M Street SE",Washington,Washington,DC,DC,20003,20003,,,"DDOT manages, develops amd overseas all activities withing the District's right of way","2015-11-18 11:39:00",2016-12-31,"Non-Profit/Small Business/Government","Business Improvement Districts / Community Associations / Government Agencies & Institutions",Active,DCBIA-10144,false,false,,
zcrm_1624029000000096153,"Liz Debarros",zcrm_1624029000000085003,"District Properties/Relux Homes","(703) 893-0628",,www.districtproperties/reluxhomes.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","6500 Chillum Place. NW","6500 Chillum Place. NW",Washington,Washington,DC,DC,20012,20012,,,"Building homes,condos, rehabs in SE, SW, NW and NW DC.","2015-11-18 11:39:00",2016-01-31,Associate/Builder,,Active,DCBIA-10145,false,false,,
zcrm_1624029000000096154,"Liz Debarros",zcrm_1624029000000085003,"District Sun LLC",301-509-7785,,www.districtsundc.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1616 H Street, NW, Suite 900","1616 H Street, NW, Suite 900",Washington,Washington,DC,DC,20006,20006,,,"Solar developer, design, build, operate, maintain & lease solar system for small businesses to reduce electricity rates.","2015-11-18 11:39:00",2015-09-30,"Non-Profit/Small Business/Government","Suppliers & Misc. Services",Inactive,DCBIA-10146,false,false,,
zcrm_1624029000000096155,"Liz Debarros",zcrm_1624029000000085003,"DLA Piper LLP (US)","(202) 799-4100",,www.dlapiper.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","500 8th Street NW","500 8th Street NW",Washington,Washington,DC,DC,20004,20004,,,"Law Firm-Real estate transactions, finance, joint ventures and development.","2015-11-18 11:39:00",2016-01-31,Associate/Builder,Attorneys,Active,DCBIA-10147,false,false,,
zcrm_1624029000000096156,"Liz Debarros",zcrm_1624029000000085003,"Donatelli Development","(301) 654-0700",,www.dkdevelopment.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","4416 East West Hwy, Suite 410","4416 East West Hwy, Suite 410",Bethesda,Bethesda,MD,MD,20814,20814,,,"Real Estate Developers","2015-11-18 11:39:00",2016-05-31,Associate/Builder,"Builders / Developers",Active,DCBIA-10148,false,false,,
zcrm_1624029000000096157,"Liz Debarros",zcrm_1624029000000085003,"Donohoe Companies, Inc., The","(202) 333-0880",,www.donohoe.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2101 Wisconsin Ave., NW","2101 Wisconsin Ave., NW",Washington,Washington,DC,DC,20007,20007,,,"Construction\Leasing\Property Management\Developer","2015-11-18 11:39:00",2016-12-31,Associate/Builder,"Builders / Developers;General Contractors",Active,DCBIA-10149,false,false,,
zcrm_1624029000000096158,"Liz Debarros",zcrm_1624029000000085003,"Douglas Development Corp.","(202) 638-6300",,www.douglasdevelopment.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","702 H Street, NW, Ste 400","702 H Street, NW, Ste 400",Washington,Washington,DC,DC,20001,20001,,,Builder/Developer,"2015-11-18 11:39:00",2016-09-30,Associate/Builder,"Builders / Developers",Active,DCBIA-10150,false,false,,
zcrm_1624029000000096159,"Liz Debarros",zcrm_1624029000000085003,"Downtown BID Corporation","(202) 638-3322",,www.downtowndc.org,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1250 H Street, NW, Suite 1000","1250 H Street, NW, Suite 1000",Washington,Washington,DC,DC,20005,20005,,,"Business Improvement District","2015-11-18 11:39:00",2016-01-31,"Non-Profit/Small Business/Government",,Active,DCBIA-10151,false,false,,
zcrm_1624029000000096160,"Liz Debarros",zcrm_1624029000000085003,"DPR Construction","(703) 698-0100",,www.dpr.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2941 Fairview Park Drive, Suite 600","2941 Fairview Park Drive, Suite 600","Falls Church","Falls Church",VA,VA,20175,20175,,,,"2015-11-18 11:39:00",2016-09-30,Associate/Builder,"General Contractors",Active,DCBIA-10152,false,false,,
zcrm_1624029000000096161,"Liz Debarros",zcrm_1624029000000085003,"DRI Development Services, LLC","(571) 858-9440",,www.dridevelopment.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","4350 North Fairfax Drive, Suite 750","4350 North Fairfax Drive, Suite 750",Arlington,Arlington,VA,VA,22203,22203,,,"Commercial Developer, Construction & Asset Management","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"General Contractors",Active,DCBIA-10153,false,false,,
zcrm_1624029000000096162,"Liz Debarros",zcrm_1624029000000085003,DTZ,"(202) 463-2100",,www.dtz.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-10-01 09:07:22","2101 L Street, NW, Suite 700","2101 L Street, NW, Suite 700",Washington,Washington,DC,DC,20037,20037,,,"Investment Sales/Finance/Tenant & Landlord Representation/Property & Project Management/Market Research/Government","2015-10-01 09:07:22",2015-10-01,Builder/Developer,"Builders / Developers,Financial",Inactive,DCBIA-10154,false,false,,
zcrm_1624029000000096163,"Liz Debarros",zcrm_1624029000000085003,"Ducci & Associates","(202) 701-8360",,www.ducciassociates.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","3 Bethesda Metro Center","3 Bethesda Metro Center",Bethesda,Bethesda,MD,MD,20814,20814,,,"Ducci & Associates is a recruitment firm specializing in permanent placements for the Construction and CRE Industries.","2015-11-18 11:39:00",2016-08-31,"Sole Proprieter/ Start-up",,Active,DCBIA-10155,false,false,,
zcrm_1624029000000096164,"Liz Debarros",zcrm_1624029000000085003,"E and G Group","(703) 891-2418",,www.eandggroup.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1651 Old Meadow Road, Suite 305","1651 Old Meadow Road, Suite 305",McLean,McLean,VA,VA,22101,22101,,,"Real Estate Development and Consulting","2015-11-18 11:39:00",2015-09-30,Associate/Builder,Consultants,Inactive,DCBIA-10156,false,false,,
zcrm_1624029000000096165,"Liz Debarros",zcrm_1624029000000085003,"E Construction Group Inc.","(202) 216-0077",,www.econstructiongroupgc.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1300 Pennsylvania Ave., NW","1300 Pennsylvania Ave., NW",Washington,Washington,DC,DC,20004,20004,,,"General Contractor-Commercial","2015-11-18 11:39:00",2016-12-31,Associate/Builder,"General Contractors",Active,DCBIA-10157,false,false,,
zcrm_1624029000000096166,"Liz Debarros",zcrm_1624029000000085003,"E. Cohen and Company, CPAS","(301) 917-6200",,www.ecohencpas.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1 Research Court","1 Research Court",Rockville,Rockville,MD,MD,20850,20850,,,"Growing full service accounting firm located in Rockville, Maryland specializing in real estate tax compliance and planning.","2015-11-18 11:39:00",2015-01-31,"Non-Profit/Small Business/Government",Financial,Inactive,DCBIA-10158,false,false,,
zcrm_1624029000000096167,"Liz Debarros",zcrm_1624029000000085003,"E.R. Bacon Development, LLC","(202) 244-3696",,www.erbacondevelopment.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","4725 Wisconsin Avenue, NW, Suite 200","4725 Wisconsin Avenue, NW, Suite 200",Washington,Washington,DC,DC,20016,20016,,,"Real Estate Development","2015-11-18 11:39:00",2015-02-28,"Non-Profit/Small Business/Government","Builders / Developers",Inactive,DCBIA-10159,false,false,,
zcrm_1624029000000096168,"Liz Debarros",zcrm_1624029000000085003,"E/L Studio PLLC","(202) 365-5798",,"www. elstudioarch.com",Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1319 Naylor Ct., NW","1319 Naylor Ct., NW",Washington,Washington,DC,DC,20001,20001,,,"Architecture practice specializing in innovative commercial and residential renovation and new construction","2015-11-18 11:39:00",2015-01-31,"Non-Profit/Small Business/Government","Architects / Interior Designers",Inactive,DCBIA-10160,false,false,,
zcrm_1624029000000096169,"Liz Debarros",zcrm_1624029000000085003,"Eagle Bank","(703) 485-8029",,www.eaglebankcorp.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","11911 Freedom Drive, Suite 610","11911 Freedom Drive, Suite 610",Reston,Reston,VA,VA,20190,20190,,,Bank,"2015-11-18 11:39:00",2016-01-31,Associate/Builder,Financial,Active,DCBIA-10161,false,false,,
zcrm_1624029000000096170,"Liz Debarros",zcrm_1624029000000085003,"ECB Commercial Construction","(301) 652-3100",,www.ecbcommercial.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","7220 Wisconsin Ave., Ste. 402","7220 Wisconsin Ave., Ste. 402",Bethesda,Bethesda,Md,Md,20814,20814,,,"General Construction, Construction Management, Design-Build","2015-11-18 11:39:00",2016-01-30,"Non-Profit/Small Business/Government",,Active,DCBIA-10162,false,false,,
zcrm_1624029000000096171,"Liz Debarros",zcrm_1624029000000085003,"ECC, Inc.","(703) 327-2900",,www.eccfirst.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","43045 John Mosby Highway","43045 John Mosby Highway",Chantilly,Chantilly,VA,VA,20152,20152,,,"Environmental Investigations, Remediation, and Consulting, including Industrial Hygiene","2015-11-18 11:39:00",2016-01-31,Associate/Builder,Consultants,Active,DCBIA-10163,false,false,,
zcrm_1624029000000096172,"Liz Debarros",zcrm_1624029000000085003,"Echo Real Estate Services","(301) 986-9696",,www.echorealty.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2176 Wisconsin Avenue, NW Suite 200","2176 Wisconsin Avenue, NW Suite 200",Washington,Washington,DC,DC,20007,20007,,,"ECHO Realty is a full service, privately held developer, owner and operator of commercial real estate.","2015-11-18 11:39:00",2016-01-30,Associate/Builder,"Builders / Developers",Active,DCBIA-10164,false,false,,
zcrm_1624029000000096173,"Liz Debarros",zcrm_1624029000000085003,"ECS Mid-Atlantic, LLC","(703) 471-8400",,www.ecslimited.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","14026 Thunderbolt Place, Suite 100","14026 Thunderbolt Place, Suite 100",Chantilly,Chantilly,VA,VA,20151,20151,,,"Consultant Engineers: Geotechnical, Environmental, Materials Testing, Third Party Inspection Services-MEP, Building and Fire Protection, Building Enclosures","2015-11-18 11:39:00",2016-01-31,Associate/Builder,Engineers;Consultants,Active,DCBIA-10165,false,false,,
zcrm_1624029000000096174,"Liz Debarros",zcrm_1624029000000085003,Edens,"(301) 652-7400",,www.edens.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","7200 Wisconsin Avenue, Suite 400","7200 Wisconsin Avenue, Suite 400",Bethesda,Bethesda,MD,MD,20814,20814,,,"Retail Developer","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Builders / Developers",Active,DCBIA-10166,false,false,,
zcrm_1624029000000096175,"Liz Debarros",zcrm_1624029000000085003,"Edward Jones Investments","(410) 257-3974",,www.edwardsjones.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","162 Main Street Suite 1","162 Main Street Suite 1","Prince Frederick","Prince Frederick",MD,MD,20678,20678,,,,"2015-11-18 11:39:00",2015-04-30,"Non-Profit/Small Business/Government",Financial,Inactive,DCBIA-10167,false,false,,
zcrm_1624029000000096176,"Liz Debarros",zcrm_1624029000000085003,"EHT Traceries Inc.","(202) 393-1199",,www.traceries.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1121 Fifth Street, NW","1121 Fifth Street, NW",Washington,Washington,DC,DC,20001,20001,,,"Architectural Historians","2015-11-18 11:39:00",2016-06-30,"Non-Profit/Small Business/Government","Architects / Interior Designers",Active,DCBIA-10168,false,false,,
zcrm_1624029000000096177,"Liz Debarros",zcrm_1624029000000085003,"EKM Law, PLLC","(202) 350-4910",,www.ekmlawfirm.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","641 S. Street NW","641 S. Street NW",Washington,Washington,DC,DC,20001,20001,,,"EKM Law, PLLC is a District of Columbia CBE certified law firm specializing in commercial mixed-use real estate and public-private partnerships law.","2015-11-18 11:39:00",2016-01-31,"Non-Profit/Small Business/Government",Attorneys,Active,DCBIA-10169,false,false,,
zcrm_1624029000000096178,"Liz Debarros",zcrm_1624029000000085003,"Electrical Alliance, The","(703) 658-4383",,www.electricalliance.org,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","c/o Washington DC Chapter NECA Trust Funds  - 4200 Evergreen Lane, Suite 335","c/o Washington DC Chapter NECA Trust Funds  - 4200 Evergreen Lane, Suite 335",Annandale,Annandale,VA,VA,22003,22003,,,,"2015-11-18 11:39:00",2016-12-31,"Non-Profit/Small Business/Government",Subcontractors,Active,DCBIA-10170,false,false,,
zcrm_1624029000000096179,"Liz Debarros",zcrm_1624029000000085003,"Ellisdale Construction, LLC","(571) 293-8264",,www.ellisdaleconstruction.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","116 Edwards Ferry Road, Suiute E","116 Edwards Ferry Road, Suiute E",Leesburg,Leesburg,VA,VA,20176,20176,,,"Development and pre-construction consulting, design-build and general contracting","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"General Contractors",Active,DCBIA-10171,false,false,,
zcrm_1624029000000096180,"Liz Debarros",zcrm_1624029000000085003,"Elm Street Development, Inc.","(703) 734-9730",,www.elmstreetdev.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1355 Beverly Road, #240","1355 Beverly Road, #240",McLean,McLean,VA,VA,22101,22101,,,"Real Estate Development","2015-11-18 11:39:00",2016-09-30,Associate/Builder,"Builders / Developers",Active,DCBIA-10172,false,false,,
zcrm_1624029000000096181,"Liz Debarros",zcrm_1624029000000085003,"Elocen Group LLC","(202) 399-2116",,www.elocengroup.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","12138 Central Ave., Suite 458","12138 Central Ave., Suite 458",Bowie,Bowie,MD,MD,20721,20721,,,Consulting,"2015-11-18 11:39:00",2016-01-30,Associate/Builder,Consulting,Active,DCBIA-10173,false,false,,
zcrm_1624029000000096182,"Liz Debarros",zcrm_1624029000000085003,"Emotive Architecture","(202) 470-5570",,www.emotivearch.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","718 7th Street, NW","718 7th Street, NW",Washington,Washington,DC,DC,20001,20001,,,"A design oriented company focusing on building solid relationships through integrity and truly collaborative approaches.","2015-11-18 11:39:00",2016-01-31,"Non-Profit/Small Business/Government","Architects / Interior Designers",Active,DCBIA-10174,false,false,,
zcrm_1624029000000096183,"Liz Debarros",zcrm_1624029000000085003,"Encore Development Corporation","(301) 664-8023",,www.encoredevlopmentcorp.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","4814 Delray Ave","4814 Delray Ave",Bethesda,Bethesda,MD,MD,20814,20814,,,"Construction Management of commercial and residential property in DC and MD","2015-11-18 11:39:00",2016-07-31,Associate/Builder,"Builders / Developers",Active,DCBIA-10175,false,false,,
zcrm_1624029000000096184,"Liz Debarros",zcrm_1624029000000085003,"Enterprise Community Partners","(202) 842-9190",,,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","10 G Street, NE, Suite 580","10 G Street, NE, Suite 580",Washington,Washington,DC,DC,20002,20002,,,"Real Estate Finance company focusing on financing for low, moderate & mixed income housing as well as on community facilities","2015-11-18 11:39:00",2014-06-30,"Non-Profit/Small Business/Government",Financial,Inactive,DCBIA-10176,false,false,,
zcrm_1624029000000096185,"Liz Debarros",zcrm_1624029000000085003,"Enterprise Homes, Inc.","(410) 332-7400",,www.enterprisehomes.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-30 09:06:03","312 N Martin Luther King, Jr., Blvd.","312 N Martin Luther King, Jr., Blvd.",Baltimore,Baltimore,MD,MD,21201,21201,,,"Developer of Affordable & Workforce Housing","2015-11-30 09:06:03",2015-11-30,"Non-Profit/Small Business/Government","Builders / Developers",Inactive,DCBIA-10177,false,false,,
zcrm_1624029000000096186,"Liz Debarros",zcrm_1624029000000085003,"Epic Consulting","(202) 262-0361",,,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","3210 grace Street, NW","3210 grace Street, NW",Washington,Washington,DC,DC,20007,20007,,,"Principal commercial brokerage, advisory and consulting firm. Specialties are GSA-leased building investment sales and hotels.","2015-11-18 11:39:00",2016-07-31,"Sole Proprieter/ Start-up",,Active,DCBIA-10178,false,false,,
